Video ID,Cleaned Comment,Movie Rating,Volgur Comment,Movie Category
EW9mTjMKgng,😭😭 300 300 bokaa,Poor,No,Not Able to Judge
EW9mTjMKgng,నీకు అసలు ఏ సినిమా అయినా నచ్చుతుందా? I know this movie is terrible. But i never aeen you saying a movie is really gpod. Losing interest in your reviews. ఎప్పుడూ అదే రోత రివ్యూస్. No depth in anything you are saying . Think differently try and present something new.,Very Good,No,Not Able to Judge
EW9mTjMKgng,Movie baaledu,Poor,No,Not Able to Judge
EW9mTjMKgng,Sorry bro ntr looks a movie lo Ina ade untade except temper. And janatha garage movie a yak anpistade. Ade lavdalo story Mali Devara Daka ade,Poor,Yes,Not Able to Judge
EW9mTjMKgng,Bookala undi,Poor,No,Not Able to Judge
EW9mTjMKgng,Movie bagundi.Neku nachaka pothey aa movie flop anni kadhu,Very Good,No,Not Able to Judge
EW9mTjMKgng,"su from so is much better , 2nd time vellina saripoyede. eee rotta war2 cinema ki vella",Poor,No,Not Able to Judge
EW9mTjMKgng,Your review felt like a personnel attack on Producer. Meeru cheppinattu antha worst ga em ledu cinema. Bagundi. One time watch. Chusi review cheppadam em undi bro. Evadaina cheyochu. Movie chesthe ardam avutundi. Don t expect reality in movies. Watch it like a movie only. Reality kavalante single bullet tho hero ni champochu. Kaani anni movies lo machine guns tho fire chesina kuda hero ki okka bullet kuda tagaladu. Movie is a fantasy. Reality kavalante big boss lanti shows chusukovatam better.,Very Good,Yes,Not Able to Judge
EW9mTjMKgng,Slightly better than Coolie for me,Neutral,No,Not Able to Judge
EW9mTjMKgng,Naaku kuda movie nachaledu bro 😢😢😢,Poor,No,Not Able to Judge
EW9mTjMKgng,Disappointed.,Poor,No,Not Able to Judge
EW9mTjMKgng,Why everyone is so scared to talk Abt ntr . He wasn t looking good at all ..acting was worst .,Poor,No,Not Able to Judge
EW9mTjMKgng,Sollu Chepandi ra ante cheptharu ra babu review lo first flight scene lo mari antha logic less ga em ledhu Bane vundhe obviously they took movie liberty but that fight is preety good and also last lo em choosavu ra babu movie haa fight Aina place lo wall ki ship wreck vundhi weapons kuda hritik ki akada nunche vachai and also security guard ante obviously bullet proof vest vesukuntaru edho sardhaki walking ki velinatu velaru ga security job ki and they shot from far distance so impact anedhi thakuva vuntadhi movie movie la choosthe it is a good movie niku naga Vamsi ki vuna drama ni movie review lo ki thisuku raka genuine ga ivu review coolie emo war 2 kana goram ga vundhi dhaniki ekam ga padukuna songs thapa dhaniki 6 min review video petavu dhiniki 10 min video petavu mundhu review Ela vundhi ala ivu ra babu,Very Good,No,Not Able to Judge
EW9mTjMKgng,The movie isnt as bad as this person spews negativity here Its a good one time watch I would personally want to meet this chap And have a beer and understand his root cause of desperation for validation 😂,Neutral,No,Not Able to Judge
EW9mTjMKgng,Bro movie chusi vachanu nv cheppina bad iyte kadu movie is good to watch wrong ga portrait cheyaku .,Neutral,No,Not Able to Judge
EW9mTjMKgng,1000 bokka,Poor,No,Not Able to Judge
EW9mTjMKgng,E sir ki nachela movie eala thiyalo a directors ki cheppandi ayya,Excellent,No,Not Able to Judge
EW9mTjMKgng,Rod movie Barbell review 🥵🥵🥵,Poor,No,Not Able to Judge
EW9mTjMKgng,Rod movie Barbell review 🥵🥵🥵,Poor,No,Not Able to Judge
EW9mTjMKgng,Movie bagundi anna music inka bagudi,Very Good,No,Not Able to Judge
EW9mTjMKgng,Don t believe negative reviews the movie is super,Excellent,No,Not Able to Judge
EW9mTjMKgng,Movie super not sure wherher he watched or not,Excellent,No,Not Able to Judge
EW9mTjMKgng,Cinema.baavundi if see the perspective of RAW and story of two friends.nuvvu cinemalu choodatam aapei,Very Good,No,Not Able to Judge
EW9mTjMKgng,"Arrei nenu chusa cinema super ga uendhi , nuvu Chepina review ki movie ki chaala theda uendhi. Nuvu thi movie.neeku movie artham kaledante neeku burrane ledu.",Excellent,No,Not Able to Judge
EW9mTjMKgng,Lanjako . Nuvu ni lavadha lo reviews Arey has a ntr fan gaa nenu full gaa satisfied raa Anna looks tho and his performance,Very Good,Yes,Not Able to Judge
EW9mTjMKgng,Asalu edi videos ela chustunaru ra babu. movie lo bokkalu veythakali content vadileysi dhani meedha eydavali. Baley brathukuthunnaru ra sarey brathakandi. As a mega fan cheypthunna movie lo koncham anavsara scenes unnay. Avvi pakkana pedithey movie bagundhi action scenes excellent asalu hritiki screen presence mamuluga kadhu. NTR acting inka dance hritik kuda dance grace highlight. Note 1st movie chudandi next edi review chudandi. Byta kanapadithey edu cheypina physics logic tho edi gudha pagaladengutharu.,Very Good,No,Not Able to Judge
EW9mTjMKgng,Cinemaa bagundi kada bro . Enduku wrong review isthunnaav.,Very Good,No,Not Able to Judge
EW9mTjMKgng,"Orey hollywood movie lo stunts alage untayi airoplane nunchi inko airoplane ki jump chesthe claps tomcruise . ade india lo stunts chesthe over ela avthundi ani yedava questions .cinema ni cinema la chudra War2 action scenes bagunayi .Bahubali lo manishi waterfall avthuna konda ekkesadu antay claps 😂manishi okesari 100 mandini champadu antay claps 😂. Blind 🦯 hero fighting chesadu antay nammaru , logic ni opinion cheppadam varaku ok .nuv yevadra movie ni judge chesthunav ,oka shortfilm tisava movie tisava .niku cinema ela undali ela undakudadu chepthava ,oka cinema thisi chupi . War2 Coolie movie chusina evaru disappoint evvaru ra nilanti yedavalu negative reviews echi ,influence chesthe War2 movie chusi baledu antunaru kani review pattinchuklkokunda .movie chusthe bagundi anipisthundi .",Very Good,No,Not Able to Judge
EW9mTjMKgng,Tiger shroff kante darunanga ayyadu ga ra mana tiger,Poor,No,Not Able to Judge
EW9mTjMKgng,Nuv movie critic vi ra .Ni face baledu appudu notlo mda pettukunattu expression entra daridruda mohaniki mask eskoni chavu .vere valla work judge cheyadam easy nuv thisi chupi short film . War2 bagundi theaters lo audience enjoy chesthunaru songs dance style action . Story routine a . Inka kothaga em story tistharu ra .. Muskoni cinema ni cinema la chudra puk . Theaters lo audience enjoy chesthuntay vedu emo Athadu movie lo MsNarayana laga Sambar anukoni manchinillalo munchoki thinesi sambar sappaga undi antadu nilage 😂. Nuv ekkada unnavo address telisthe ni k chekkeyadaniki tiger fans waiting ra . War2 lo bagundi action fight vfx inka entra edusthunav .. ede gallo fighting stunts hollywood movie lo chesthe claps kotti .Bollywood vallu thisthe logics adhi ela avthadi ani questions erripubarbell,Very Good,No,Not Able to Judge
EW9mTjMKgng,"Movie is good, can watch once in theatre. Atleast bore kottadhu.",Neutral,No,Not Able to Judge
EW9mTjMKgng,"Bro epudey chusi vasthuna it s really a nice film I don t know nenna e video chusi chala disopponent ayya but movie chusaka I don t feel like that you are the reviewer, I am feeling that you are politician. Y chea p 🎉🎉🎉",Excellent,No,Not Able to Judge
EW9mTjMKgng,War2 movie chala bagundi 2nd time barbell review nachale,Excellent,No,Not Able to Judge
EW9mTjMKgng,Money bokka😢,Poor,No,Not Able to Judge
EW9mTjMKgng,Watched the movie.. it was awesome.. don t trust these review,Excellent,No,Not Able to Judge
EW9mTjMKgng,"నేను హిందీ మూవీస్ చూస్తాను బాగానే ఈ మధ్య చూడటం లేదు అసలు, WAR సినిమా చూసిన నాకు జస్ట్ OK అనిపించింది అంత గొప్పగా ఏమి లేదు, Ek tha tiger, tiger zinda haiఇవి నచ్చాయి, మిగతా సినిమాలు చూడలేదు Now war2 హిందీ లో చూసిన బొక్క లాగా ఉన్నది ntr లేకుండా ఉంటే ఆ మాత్రం ఓపెనింగ్స్ కూడా వచ్చేవి కావు, జస్ట్ బిజినెస్ కోసం చేశారు, ఎన్టీఆర్ క్యరెక్టర్ సరిగా వాడుకోలేదు అనిపించింది, కథ రోటీన్ టెంప్లెట్ కథ, ఆ నాగవంశీ గాడు నోటి దూల తగ్గించుకుని కామ్ గా ఉండి ఉంటే ఒక నాలుగు రోజులు నడిచేది సినిమా.",Not Good,No,Not Able to Judge
EW9mTjMKgng,"Hero s introduction is bad. Aeroplain fight Engine is next to the door and everyone is entering and exiting right in front of it. Yenna taliva Boat enters into F1 track😂 Climax flight is like Ek shot tera ek mera, do tera do mera. Tried to show NTR good at the end. We went with low expectations after the review but not too bad. Ok ok movie.",Not Good,No,Not Able to Judge
EW9mTjMKgng,every one spreading hate on hate NTR and war2 movie like movie is not good but when comes movie full action pack movie with nice story for nation overall movie is blockbuster,Not Good,No,Not Able to Judge
EW9mTjMKgng,NTR fan babies getting feeding rods😂😂,Poor,No,Not Able to Judge
EW9mTjMKgng,movie chusa bagundi,Very Good,No,Not Able to Judge
EW9mTjMKgng,"actually movie bagundi masthundi ani cheppalem kani bagundi you will enjoy, kani e review chusaka anipistundi ohooo ila unda ani. so nenu cheppedi enti ante reviews chudaka mundu movie chudandi. inkoki movie ni movie laga chudandi. personally naku manchigane anipichindi movie not a fan of anyone.",Very Good,No,Not Able to Judge
EW9mTjMKgng,ROD 2🤣,Poor,No,Not Able to Judge
EW9mTjMKgng,"Nuv kavalane ee movie asalu chudakunda degrade chesthunattu undi. Movie bagundi nuv movie ni movie la chudakunda, mind theesi gudhalo pettukoni 0 brain cells tho chusi sodhi dengithe ela bro 😂",Very Good,No,Not Able to Judge
EW9mTjMKgng,Coolie is better than War2. This is from audience perspective..,Poor,No,Not Able to Judge
EW9mTjMKgng,Coolie flop war 2 utter flop😢😢,Poor,No,Not Able to Judge
EW9mTjMKgng,Same two Rod movies 😂😂,Poor,No,Not Able to Judge
EW9mTjMKgng,Worst movie 😂,Poor,No,Not Able to Judge
EW9mTjMKgng,Ee kukka moruguthone untadi ma war2 movie baga Aduthune untadi no problem morukukooooooo 😆😆😆😆,Very Good,No,Not Able to Judge
EW9mTjMKgng,War 2 is banger of the all filims it s such a nice filim you paid reviews eache vallu vurike vundandii,Very Good,No,Not Able to Judge
EW9mTjMKgng,"NTR ki nijangane chaala bad looks unnai e movie lo. Hope he recovers from whatever he is going through. Manchiga RRR, Devara looks loki vachina baguntadi",Poor,No,Not Able to Judge
EW9mTjMKgng,war 2 worst hey coolie worst hey asal rondu money katti theatre elle antha levu ! please save money .. badhayatha anni kosko kandi,Poor,No,Not Able to Judge
EW9mTjMKgng,War manamedhey 😅😅😅😅,Poor,No,Not Able to Judge
EW9mTjMKgng,"Usa lo unte edo , world cinema mottam neke telisinatu buildup deng m aapu.. face alla cheraku gaa pettu review chepadam aparaa. War 2 nizam ga naku nachindi indian cinema is Growing 1 25 Gudda musukoooo soon people gona make you joker",Very Good,Yes,Not Able to Judge
EW9mTjMKgng,Coolie 💯 percent better.war 2 waste,Poor,No,Not Able to Judge
EW9mTjMKgng,Nuvvu cheppentha bad gaa em ledhu leh brother 😂,Not Good,No,Not Able to Judge
EW9mTjMKgng,"War 2 flop chetta movie asalu vakka fight bagoledu line ledu ,story ledu ,screen play bagoledu, elavunna accept chesila unte movie chudali",Poor,No,Not Able to Judge
EW9mTjMKgng,Ozempic NTR.weightloss avutademo kani pretha kala ostundi,Poor,No,Not Able to Judge
EW9mTjMKgng,Naku nachindhi bayya,Very Good,No,Not Able to Judge
EW9mTjMKgng,Ma fans ki nachindhi ra puka Aina rrr nachaleni puka gadiki evem nachuthai,Very Good,Yes,Not Able to Judge
EW9mTjMKgng,West movie.😢,Poor,No,Not Able to Judge
EW9mTjMKgng,NUV cheppinantha worst ayithe ledhu movie Second half lo 20 minutes chirak untadhi kani Nd more over NUV logic lu vethikedhi ayithe poyi YouTube lo physics class lu vinu Movie anedhi Liberty so vallu screen experience kosam edhaina chestharu Neku nachithe chudu and ila okadu thini cheyi kadigina neellalo annam methukulu erukuntunav chudu barbel bhai Oka pani chei bhai ni G lo dhammu unte NUV oka movie tiyi Apudu reviewes ivvu bhai,Neutral,No,Not Able to Judge
EW9mTjMKgng,Orei asalu movie chusava ra nuv promise ga chepthunna movie chala chala bagundhi complete action elevation super. Vedu view s kosam ela bad ga chepthunna du. mundhu movie churra,Excellent,No,Not Able to Judge
EW9mTjMKgng,Anna it s true talakai noppi . Bagaa laag chesru 2nd half,Poor,No,Not Able to Judge
EW9mTjMKgng,War2 Super hit movie,Excellent,No,Not Able to Judge
EW9mTjMKgng,"Yes, movie baledhu.. but, Eedu eedu erri puu logics, cinemalu chudatam ninne start chesinattu",Poor,No,Not Able to Judge
EW9mTjMKgng,"War 2 Coolie flop, Content Story Screenplay lekpote entha pedda Nepo Super star aina public reject",Poor,No,Not Able to Judge
EW9mTjMKgng,War 2 hit compared to Coolie,Neutral,No,Not Able to Judge
EW9mTjMKgng,Nee review chudakunda fan ani badyatha tho vella.bokkaaa😂,Poor,No,Not Able to Judge
EW9mTjMKgng,"Orey errii flight s nunchi sky diving eppudu chudledha nayana nuvvu surtain height nunchi surtain speed lo velite flight gallo unnapudu flight door open chesina em kadu ra ayya 🤦 Edi kelli vasthar rra Sagam sagam knowledge tho undakandra Cinema ni entertainment la chudakunda indhulo physics lu chemistry lu vethukutarentra Chaduvukovadaniki potunava theatre ki Ehh school lo college lo chaduvukovadam istam ledha 😅 Idey Hollywood movies lo Tom Cruise cinemalu lu, Avengers cinema lu, jamesbond cinemalu ayite superu bumpperu guddala bombu ani ededho maatladutaru Kani manollu cheste maatram burraku ekkadhu cheapu, wastu, baaledhu, endhuku ani edho maatladutharu Endhuku ra manaki eppudu poriginti curry eh nachuthadhi 😅",Poor,Yes,Not Able to Judge
EW9mTjMKgng,soo brother Coolie poyindi War 2 kuda poyindi antey gaaa,Poor,No,Not Able to Judge
EW9mTjMKgng,Andaru ne laga logics gurinchi alochincharu bro.cenima ni entertainment kosame chustaru,Poor,No,Not Able to Judge
EW9mTjMKgng,Absolutely worst movie ..Chatta movie. . Edi cinema naa. Coolie ana bagundi atleast .,Poor,No,Not Able to Judge
EW9mTjMKgng,"Veedu endho ,veedu overacting endho ,veedi Matalu. idhi kuda oka review naa Malli madhyalo Navvuthavu entra yerripuka",Poor,No,Not Able to Judge
EW9mTjMKgng,"Thank u bar bell 🔔! I bought 1 blenders pride , family pack baryani from pista house , and 2 liter ice cream. Enjoyed with family slept nicely Happy independence day 😊",Poor,No,Not Able to Judge
EW9mTjMKgng,pedda rod war 2 😂,Poor,No,Not Able to Judge
EW9mTjMKgng,"War 2 is watchable not bad, not great 😐. Hrithik and NTR look good on screen 💥 there are stylish visuals 🎥 and big action set pieces 💣 but with 400cr budget 💰, global locations 🌍 and two massive stars , it should ve been unforgettable and it just isn t. Biggest missed chance? 🎵 Songs and dance you ve got two of the best dancers in India 🕺🕺 and you give them Salame Ali and other forgettable tracks 🙄 with basic choreography. Imagine if they did an Ek Pal Ka Jeena Nachore Nachore remix face off Hrithik starts with his hook step 🎶 NTR comes in with his 🔥 they swap moves 🔄 end with a fusion step 💥 theatre goes crazy 🤯. That one scene would ve been replayed for weeks but nope wasted. The rest is safe 😴 template story 📜 no real spy planning 🧠 injuries that vanish like magic even a sniper bullet to the chest 💥 and next scene full fight 😂 random big scale set pieces 🚆🚗🚤 and then a random Kiara bikini shot 👙 why bad strategy if the only aim was to pull crowds instead of adding to the story. Verdict Fun for a one time watch 🎬 but you walk out thinking missed opportunity 💔.",Not Good,No,Not Able to Judge
EW9mTjMKgng,"NTR looks baled aaaa , kallalo avadithi pettukoni choosavu ra gorrre, YRF SPY universe lo the best WAR2. . Vediki pratedhiii Avatars la vundali",Not Good,No,Not Able to Judge
EW9mTjMKgng,"Nice bro,cinema chusi vachi review chusa ilaane anipinchindhi",Very Good,No,Not Able to Judge
EW9mTjMKgng,Movie bagundhi..e chuthiya gadu em expect chesi velindo,Very Good,No,Not Able to Judge
EW9mTjMKgng,disasterwar2😂😂,Poor,No,Not Able to Judge
EW9mTjMKgng,Cinema bagundi. Can watch with family also. Friendship mida untundi story,Very Good,No,Not Able to Judge
EW9mTjMKgng,War 2 better than coolie,Neutral,No,Not Able to Judge
EW9mTjMKgng,Areyy munda movie bagundi,Very Good,Yes,Not Able to Judge
EW9mTjMKgng,"Asalu eh films aina, big or small, honestly oka 2 3 days aagi, talk batti velladam better. There were days when people had a blast buying audio cassettes and CDs, then waiting to watch those films, now it is a very rare feat. Unwanted vfx, stupid fans, SM marketing, jobless people making reels of hook tunes, and finally producers hyping is actually killing the film. Business ni passion ani cheppi mandini mosam chestunaru. Most of the films lo creativity ledu, serious ness ledu, commitment ledu, music taste ledu. How long it has been, since anyone has seen a full satisfactory film? Like lead actors, comedians, villain, music, side artists have all come close to proper closure? People made films in the past tha have become super hits and made big money. These days films are being made to make big money by duping people. That is Major difference!!! Handful of directors like SRV, SSR, Anurag Kashyap, Vetrimaran, Vishal Bharadwaj, GVM make films with some strong intent whether hit or flop, all other filmmakers passively look like they wanna hit jackpot by cooking something. All music directors of today, are overrated IMO, partly due to the way money and fame flows, creative long lasting impressions have become scarce. Thanks a lot brother for being honest and strong. You guys are saving a lot of people from wasting money and time.",Poor,No,Not Able to Judge
EW9mTjMKgng,Rod movie 😂,Poor,No,Not Able to Judge
EW9mTjMKgng,"War2 trailer chusaka kuda cinema chuse dammu, dhiryam ledu anna😂😂😂 . rusted roddu movie😂😂😂",Poor,No,Not Able to Judge
EW9mTjMKgng,6 hours rendu 90mm rods dimpinchukuna barbell 😂😂😂,Poor,No,Not Able to Judge
EW9mTjMKgng,Movie chusi bagane vundi anukuna bro kani ni review chusaka asalu ela nachindi ra naku anipistundi 😂 endi,Very Good,No,Not Able to Judge
EW9mTjMKgng,Movie manchige undhi bro ipude chusina ntr looks konni scenes lo balevu anthey movie was good 👍,Very Good,No,Not Able to Judge
EW9mTjMKgng,Ee movie lo vunna music ayithey worst bayya .cult fit add vasthondi middle lo aa music ye bagundi war movie lo kante,Neutral,No,Not Able to Judge
EW9mTjMKgng,Movie bagundhi👌🏻👌🏻,Very Good,No,Not Able to Judge
EW9mTjMKgng,6 19 movie lo choopincharu bhayya 2 years undercover ani . Edhi emina cinema mingindhi anthe.,Poor,No,Not Able to Judge
EW9mTjMKgng,Emi ra anna ivi chusi kuda nvu bane unnav antey.ne gunde batakali.total 800 bokka,Poor,No,Not Able to Judge
EW9mTjMKgng,War 2 manamedhe🤣🤣🤣,Poor,No,Not Able to Judge
EW9mTjMKgng,"Erripuk neku cinema gurinchi eh bokka telidhu be reviews enduku choostaro telusa anti fans satisfaction Kosam, ante😂nekantu eh credibility ledu, cinema bagudi ani nenu anatam ledu kani barbell credibility matram nijam",Very Good,No,Not Able to Judge
EW9mTjMKgng,Veedi matalu nammakandi movie chala bagundi,Excellent,No,Not Able to Judge
EW9mTjMKgng,"Bokkalo cinema. When Anil Roshan, Kaira and Rithik Kapoor had a scene i felt like its bollywood plotting sketch for degrading tollywood",Poor,No,Not Able to Judge
EW9mTjMKgng,West money bro,Poor,No,Not Able to Judge
EW9mTjMKgng,But its still better than coolie.,Neutral,No,Not Able to Judge
EW9mTjMKgng,"War2 bane undi guys, ok ok konni scenes realistic ga levu kani enka cinematic liberty ani vadileyali anthe but emotion is good connect for me It s a watchable movie guys But mari ticket price 400 450 popcorn travel 200 madhyalo police fine 300 🥲🥲 1350🥲🥲🥲🥲🥲 One of the costliest cinema i have seen😂😂😂",Neutral,No,Not Able to Judge
EW9mTjMKgng,"First Time Ni Review ErriHuke La Undhi Anna I am Not A NTR Fan But Movie Naku Aithe Nachindhi It,s Good Movie",Very Good,No,Not Able to Judge
EW9mTjMKgng,రివ్యూ పక్కన పెడితే Hritic Roshan action Look Dance 🔥🔥🔥,Neutral,No,Not Able to Judge
EW9mTjMKgng,To be honest Vinaya Vidhya Rama physics bagundee compare to war 2 😂😂😂😂,Poor,No,Not Able to Judge
EW9mTjMKgng,Arey cinema bagundhi ra pk cinema ni cinema la chudu ra bongu,Very Good,Yes,Not Able to Judge
EW9mTjMKgng,"Holes in the movie 1. B2 bomber aircraft asalu evariki access undadhu, plus Hollywood movies lo kuda pettaru, alantidhi ee movie lo villains group ki B2 Bomber access undhi. Ikkada twist enti antey dhani cost around 2 Billion USD antey rupees lo around 16,000 crores plus. Antha costly plane ni five members ni champadaniki vadatharu. Malli ah suquence okati. Antha kastapadam enduku direct oka missile vadilithey saripothundhi kada. 2. Bad VFX plus multiple people shoot at heroes not even a single bullet gets to them. 3. Heroes sliding down simply with there hands from Iron cables, kanisam gloves kuda undavu. Hands undala povala? 4. NTR actually gets shot in the heart itself, meeku trailer lo kuda adhi clear ga kanipisthadhi but, three inches to the left antaru. Heart ekkada untadhi kuda telidhu. 5. Multiple sequences heavy lifting from Hollywood movies , Like making Hrithik unconscious was from Mission Impossible Rogue Nation 6. NTR can perform really well in villainous role. Jai Lava Kusa lo anna performance untadhi keka anthey. Ikkada Actor potential was completely wasted. Plus Last lo ayana character ni white wash chestaru like he became good ani. Inka cheppukuntu pothey chala unnay gani, okayyyy movie. This is not actors fault, this is completely directors fault who failed to utilise the true potential of two great actors.",Poor,No,Not Able to Judge
EW9mTjMKgng,Floop,Poor,No,Not Able to Judge
EW9mTjMKgng,Inke a movie nachiddi ra niku aithe velli nuvvu thi movie p a,Very Good,No,Not Able to Judge
EW9mTjMKgng,Mundu nundi neeku nachaledu annapudu movie vachaka nachutada . . . Ntr elevations baganey unnayi mari anta waste kaadu flashback kuda baganey undi . . .,Neutral,No,Not Able to Judge
EW9mTjMKgng,Guys just watch war worth it 🎉🎉🎉🎉🔥🔥🔥🔥🔥,Very Good,No,Not Able to Judge
EW9mTjMKgng,Rendu movies utterflop,Poor,No,Not Able to Judge
EW9mTjMKgng,Ntr ki idhi best debue btow ki best performance. Movie value telidhura ayya niku reviews istunnav . Ntr hrithik e stardoms pakkana petti aa two charetors aa story ivi matladu . don t kill the movie dude. Tarvata collection vachhaka malli defend cheskuntaru mire,Neutral,No,Not Able to Judge
EW9mTjMKgng,"Comments chesina prathi okkadu aanimutyam, okkokka Comment chaduvutunte picha high vastundi.😂😂😂",Poor,No,Not Able to Judge
EW9mTjMKgng,"Bro this is too much bro movie is very nice with good plot and top notch action sequences and NTR,HRITHIK are Damn good 3 hours never felt bore enjoyed the movie.. don t spread negativity lots of people hardwork for many years for this output really don t believe this review just go and watch War2 sure you will enjoy any way movie will speak better than reviews.",Very Good,No,Not Able to Judge
EW9mTjMKgng,"Ilane rod cinema lu Ravali, mee reviews ki mem entertain avvali Ee cycle ilane continue avvali.",Poor,No,Not Able to Judge
EW9mTjMKgng,Pora howle nuvvu nee thokkalo review movie superb,Very Good,Yes,Not Able to Judge
EW9mTjMKgng,Evadi reviews nammakandi meeru movie ki velli hayiga chudandi,Neutral,No,Not Able to Judge
EW9mTjMKgng,Ntr s comedian in this movie,Poor,No,Not Able to Judge
EW9mTjMKgng,"War 1 5 Star, War 2 biscuit",Poor,No,Not Able to Judge
EW9mTjMKgng,Nuvvu nee kojja reviews 😂😂 movie average bro one time watch,Neutral,No,Not Able to Judge
EW9mTjMKgng,First I agree with u bro. completely. Seriously disappointed with movie,Poor,No,Not Able to Judge
EW9mTjMKgng,"I saw the movie, its normal template type movie story , but never get bored. Thyview gives constructive criticism, but you always looks for negatives, you don t see movie as normal audience.You reviews are not truths but definitely impact audience view and causing big loss to industry",Not Good,No,Not Able to Judge
EW9mTjMKgng,War 2 bavundi nijam ga vidni nammakamdi,Very Good,No,Not Able to Judge
EW9mTjMKgng,"Spy movies alage untay bhayya, hollywood movies chudaleda, movie antene uha, nijam ga anni jarigithe reality movie aythe nuvve routine ani antav bhayya, chala cenima lu alage untay war1 lo kuda ilage undi hit kaleda",Neutral,No,Not Able to Judge
EW9mTjMKgng,Babu rey movie bane vundi soddi mingakunda first movie chudu poyyi I am clear general audian ga cheptuna,Neutral,No,Not Able to Judge
EW9mTjMKgng,Kavvala ani negative chestunnadu bro,Neutral,No,Not Able to Judge
EW9mTjMKgng,Cinema chudu first. Hit movie Nuvvu entha cheppina aapaleru,Very Good,No,Not Able to Judge
EW9mTjMKgng,"Tarak look was very bad. Once see janathagarage, rrr to see his best looks.",Poor,No,Not Able to Judge
EW9mTjMKgng,Worst movie,Poor,No,Not Able to Judge
EW9mTjMKgng,Undercover Underwear 😂,Poor,No,Not Able to Judge
EW9mTjMKgng,Nuvvu thiyyara cinema.barbell productions samarpinchu .badacow ani hero.appudu memu pitch meetings petti review isthaam.pichi .ka,Poor,No,Not Able to Judge
EW9mTjMKgng,Coolie ante poyindi bro War2 ok bagundhi YRF ante alane vuntay scenes,Neutral,No,Not Able to Judge
EW9mTjMKgng,Movie is awesome just watch movies as entertainment yaar why this reviewer roasting this much if he is capability to do movies then direct one movie don t believe this stupid review. As a Mahesh babu fan movie is awesome amazing story line must watch film,Excellent,No,Not Able to Judge
EW9mTjMKgng,Idi war 2 kadhu ra. Idi war on telugu audience,Poor,No,Not Able to Judge
EW9mTjMKgng,Pora puchiki Bomma block buster 🔥🔥,Excellent,Yes,Not Able to Judge
EW9mTjMKgng,Coolie kante 100 times best,Neutral,No,Not Able to Judge
EW9mTjMKgng,Movie Bagundi kada ra Barbell first time ni review assal nacchaledu,Very Good,No,Not Able to Judge
EW9mTjMKgng,Nv antunnatha Bad ga em ledu Barbell,Not Good,No,Not Able to Judge
EW9mTjMKgng,Look tesi pakkana pettu ra sami.. mundu NTR entry comedy chesesadu. Teyadam rakapote musukovali director. Ina NTR anna ela oppukunnaro 😢😢😢,Poor,No,Not Able to Judge
EW9mTjMKgng,Antha bane undi eeh mukka tappa Bullet tagilina kuda fight enti ante sangam cinema lu shed kelthaay. Adi cinematic liberty anthe,Not Good,No,Not Able to Judge
EW9mTjMKgng,Moggalo movie paramachettha climax ayithe lag ke lag karma and ntr garu injections valla side effects,Poor,Yes,Not Able to Judge
EW9mTjMKgng,Worst movie 🤢🤢🤢,Poor,No,Not Able to Judge
EW9mTjMKgng,Wast fellow movie is good direction was good movie chusava leka negative s vethakataniki vellava. Review. Cheppu kani movie over cheyiki. Drink chesi chusava.,Very Good,No,Not Able to Judge
EW9mTjMKgng,Janam meedha war2. Anukuntaaa,Poor,No,Not Able to Judge
EW9mTjMKgng,"Aeroplane sequence ayite🙏🤦 mana local train door dagara hanging chestamu kada ala aeroplane door dagara simple ga untadu em move avadu, air undadhu nothing .too much torture asalu",Poor,No,Not Able to Judge
EW9mTjMKgng,War2 mana meedhe😂🤣🤣🤣🤣,Poor,No,Not Able to Judge
EW9mTjMKgng,Ni problem enti raa ni lavdala opinion evadu adigadu Naku Movie anachindhi Bomma Block Buster 🔥🔥🔥🔥💯👌,Excellent,Yes,Not Able to Judge
EW9mTjMKgng,Eedu oka yerri hook gaadu. Movie ni negative cheyyalani fix ayyadu munde. Movie chaala ante chaala baagundi 🔥🔥 elaanti negative gaallu elaane untaru,Excellent,Yes,Not Able to Judge
EW9mTjMKgng,Movie gud not bad don t kill it,Neutral,No,Not Able to Judge
EW9mTjMKgng,Good movie kaadhu but bad kaadhu. Above average,Neutral,No,Not Able to Judge
EW9mTjMKgng,Movie chala bagundi,Very Good,No,Not Able to Judge
EW9mTjMKgng,Erripuku review isthunnadu as a fan ga NTR chala bagunnadu raw ga unde vadu janatha garrage looks kosam chusadu ante veedi kante erripuku evaru untaru 😂,Very Good,Yes,Not Able to Judge
EW9mTjMKgng,Idi kadu coolie chudu bro.. War aa better ani antavu,Neutral,No,Not Able to Judge
EW9mTjMKgng,Mrulz lo chosa hindi lo good timepass,Not Good,No,Not Able to Judge
EW9mTjMKgng,"War 2 lo asal NTR baagaledhu , Pottiga, TB Patient la unnadu, inka motham cinema lo aa constipated look laga face expression ichaadu, chala horrible ga chupicharru NTR s worst look movie is War 2.",Poor,No,Not Able to Judge
EW9mTjMKgng,Bro probably u forgot to mention about dubbing issues and the ai used for lip movement too worst,Poor,No,Not Able to Judge
EW9mTjMKgng,Waste of time and waste of money 😂😂😂😂 see in OTT movies,Poor,No,Not Able to Judge
